timestamp,asset_id,spn190_engine_speed_rpm,spn110_coolant_temp_c,spn100_oil_pressure_kpa,spn175_oil_temp_c,is_anomaly,anomaly_type
2026-07-11T11:58:46+00:00,GEN-01,2123.6,95.1,362.2,100.9,0,
2026-07-11T11:58:47+00:00,GEN-01,2138.2,93.5,376.8,100.8,0,
2026-07-11T11:58:48+00:00,GEN-01,2132.6,94.2,370.3,100.1,0,
2026-07-11T11:58:49+00:00,GEN-01,2125.6,96.3,364.8,100.6,0,
2026-07-11T11:58:50+00:00,GEN-01,2115.5,96.1,350.5,100.2,0,
2026-07-11T11:58:51+00:00,GEN-01,2121.1,94.9,352.3,100.7,0,
2026-07-11T11:58:52+00:00,GEN-01,2121.0,95.5,354.6,99.9,0,
2026-07-11T11:58:53+00:00,GEN-01,2093.3,96.0,336.5,101.7,0,
2026-07-11T11:58:54+00:00,GEN-01,2165.5,96.4,409.3,100.7,0,
2026-07-11T11:58:55+00:00,GEN-01,2140.6,96.4,371.3,100.6,0,
2026-07-11T11:58:56+00:00,GEN-01,2128.7,94.4,372.1,98.7,0,
2026-07-11T11:58:57+00:00,GEN-01,2124.1,95.0,353.7,100.3,0,
2026-07-11T11:58:58+00:00,GEN-01,2115.4,95.1,352.9,101.2,0,
2026-07-11T11:58:59+00:00,GEN-01,2141.7,93.1,383.2,101.6,0,
2026-07-11T11:59:00+00:00,GEN-01,2124.8,94.4,368.7,99.9,0,
2026-07-11T11:59:01+00:00,GEN-01,2134.9,95.3,371.7,102.4,0,
2026-07-11T11:59:02+00:00,GEN-01,2107.1,94.8,359.5,102.7,0,
2026-07-11T11:59:03+00:00,GEN-01,2133.7,94.5,371.9,100.3,0,
2026-07-11T11:59:04+00:00,GEN-01,2158.2,94.1,391.4,101.8,0,
2026-07-11T11:59:05+00:00,GEN-01,2124.0,94.5,352.5,100.1,0,
2026-07-11T11:59:06+00:00,GEN-01,2140.5,95.0,376.8,101.2,0,
2026-07-11T11:59:07+00:00,GEN-01,2129.2,94.7,365.0,101.2,0,
2026-07-11T11:59:08+00:00,GEN-01,2145.4,95.9,378.5,101.7,0,
2026-07-11T11:59:09+00:00,GEN-01,2145.0,95.6,384.8,101.2,0,
2026-07-11T11:59:10+00:00,GEN-01,2130.1,94.0,364.3,100.7,0,
2026-07-11T11:59:11+00:00,GEN-01,2120.9,95.7,353.8,101.1,0,
2026-07-11T11:59:12+00:00,GEN-01,2133.8,95.0,366.7,101.5,0,
2026-07-11T11:59:13+00:00,GEN-01,2130.2,95.6,372.1,100.6,0,
2026-07-11T11:59:14+00:00,GEN-01,2120.5,94.5,357.3,101.5,0,
2026-07-11T11:59:15+00:00,GEN-01,2136.8,95.7,380.3,100.4,0,
2026-07-11T11:59:16+00:00,GEN-01,2136.5,94.4,378.3,101.2,0,
2026-07-11T11:59:17+00:00,GEN-01,2116.9,95.8,353.7,101.8,0,
2026-07-11T11:59:18+00:00,GEN-01,2128.7,95.0,352.5,100.5,0,
2026-07-11T11:59:19+00:00,GEN-01,2174.3,94.8,409.0,101.2,0,
2026-07-11T11:59:20+00:00,GEN-01,2142.9,93.9,380.5,98.9,0,
2026-07-11T11:59:21+00:00,GEN-01,2132.2,93.7,375.9,100.5,0,
2026-07-11T11:59:22+00:00,GEN-01,2168.6,95.7,411.9,102.6,0,
2026-07-11T11:59:23+00:00,GEN-01,2124.2,94.1,365.4,100.1,0,
2026-07-11T11:59:24+00:00,GEN-01,2094.0,94.1,331.2,100.1,0,
2026-07-11T11:59:25+00:00,GEN-01,2102.7,95.3,337.9,101.6,0,
2026-07-11T11:59:26+00:00,GEN-01,2108.7,95.0,345.7,100.6,0,
2026-07-11T11:59:27+00:00,GEN-01,2135.5,95.5,370.2,100.4,0,
2026-07-11T11:59:28+00:00,GEN-01,2146.4,94.0,379.4,100.5,0,
2026-07-11T11:59:29+00:00,GEN-01,2099.3,93.3,338.8,101.7,0,
2026-07-11T11:59:30+00:00,GEN-01,2148.8,94.3,396.1,100.6,0,
2026-07-11T11:59:31+00:00,GEN-01,2113.7,95.8,343.1,99.4,0,
2026-07-11T11:59:32+00:00,GEN-01,2136.1,95.0,356.7,101.9,0,
2026-07-11T11:59:33+00:00,GEN-01,2139.4,95.3,374.1,101.9,0,
2026-07-11T11:59:34+00:00,GEN-01,2139.0,95.4,372.7,101.4,0,
2026-07-11T11:59:35+00:00,GEN-01,2132.8,95.1,361.3,100.8,0,
2026-07-11T11:59:36+00:00,GEN-01,2135.4,95.1,378.7,100.0,0,
2026-07-11T11:59:37+00:00,GEN-01,2115.8,94.8,357.3,102.4,0,
2026-07-11T11:59:38+00:00,GEN-01,2137.2,95.2,380.7,99.2,0,
2026-07-11T11:59:39+00:00,GEN-01,2147.9,95.3,389.4,101.9,0,
2026-07-11T11:59:40+00:00,GEN-01,2147.2,94.5,386.9,101.7,0,
2026-07-11T11:59:41+00:00,GEN-01,2172.6,95.5,404.2,101.5,0,
2026-07-11T11:59:42+00:00,GEN-01,2149.8,95.0,380.5,101.3,0,
2026-07-11T11:59:43+00:00,GEN-01,2144.6,94.9,381.5,101.7,0,
2026-07-11T11:59:44+00:00,GEN-01,2158.7,94.9,397.9,101.0,0,
2026-07-11T11:59:45+00:00,GEN-01,2137.5,95.7,365.6,101.7,0,
2026-07-11T11:59:46+00:00,GEN-01,2114.7,94.9,347.9,101.5,0,
2026-07-11T11:59:47+00:00,GEN-01,2100.5,95.9,336.6,101.0,0,
2026-07-11T11:59:48+00:00,GEN-01,2153.4,94.2,384.6,101.0,0,
2026-07-11T11:59:49+00:00,GEN-01,2142.9,95.5,368.9,101.0,0,
2026-07-11T11:59:50+00:00,GEN-01,2147.2,93.8,380.3,102.1,0,
2026-07-11T11:59:51+00:00,GEN-01,2129.6,95.0,364.4,100.1,0,
2026-07-11T11:59:52+00:00,GEN-01,2139.9,94.6,377.0,100.7,0,
2026-07-11T11:59:53+00:00,GEN-01,2163.0,94.6,387.0,102.0,0,
2026-07-11T11:59:54+00:00,GEN-01,2139.9,94.2,368.1,100.3,0,
2026-07-11T11:59:55+00:00,GEN-01,2118.3,95.0,360.1,101.2,0,
2026-07-11T11:59:56+00:00,GEN-01,2128.7,95.4,373.5,100.9,0,
2026-07-11T11:59:57+00:00,GEN-01,2156.0,93.5,402.0,99.6,0,
2026-07-11T11:59:58+00:00,GEN-01,2119.0,94.9,364.4,101.0,0,
2026-07-11T11:59:59+00:00,GEN-01,2096.7,95.1,335.0,101.6,0,
2026-07-11T12:00:00+00:00,GEN-01,2101.1,95.5,346.2,100.7,0,
2026-07-11T12:00:01+00:00,GEN-01,2115.6,95.3,345.6,101.7,0,
2026-07-11T12:00:02+00:00,GEN-01,2147.7,94.1,389.4,101.3,0,
2026-07-11T12:00:03+00:00,GEN-01,2137.2,95.8,370.3,101.1,0,
2026-07-11T12:00:04+00:00,GEN-01,2124.6,94.3,346.9,99.6,0,
2026-07-11T12:00:05+00:00,GEN-01,2116.8,95.4,364.3,101.3,0,
2026-07-11T12:00:06+00:00,GEN-01,2134.4,95.1,370.4,101.1,0,
2026-07-11T12:00:07+00:00,GEN-01,2133.8,94.5,377.5,101.4,0,
2026-07-11T12:00:08+00:00,GEN-01,2127.9,94.3,364.0,101.4,0,
2026-07-11T12:00:09+00:00,GEN-01,2132.7,94.8,376.5,100.1,0,
2026-07-11T12:00:10+00:00,GEN-01,2125.1,96.1,367.7,100.4,0,
2026-07-11T12:00:11+00:00,GEN-01,2163.6,95.5,401.2,99.8,0,
2026-07-11T12:00:12+00:00,GEN-01,2101.2,94.5,330.7,101.1,0,
2026-07-11T12:00:13+00:00,GEN-01,2138.6,95.5,369.5,100.2,0,
2026-07-11T12:00:14+00:00,GEN-01,2121.6,96.3,348.4,101.9,0,
2026-07-11T12:00:15+00:00,GEN-01,2147.5,96.7,385.8,101.6,0,
2026-07-11T12:00:16+00:00,GEN-01,2133.5,93.6,365.2,99.9,0,
2026-07-11T12:00:17+00:00,GEN-01,2142.6,95.5,384.0,101.3,0,
2026-07-11T12:00:18+00:00,GEN-01,2145.2,95.6,377.0,100.3,0,
2026-07-11T12:00:19+00:00,GEN-01,2140.4,94.3,375.2,99.2,0,
2026-07-11T12:00:20+00:00,GEN-01,2152.2,93.5,390.8,101.2,0,
2026-07-11T12:00:21+00:00,GEN-01,2116.6,96.0,348.6,99.7,0,
2026-07-11T12:00:22+00:00,GEN-01,2151.8,94.6,388.1,100.4,0,
2026-07-11T12:00:23+00:00,GEN-01,2134.3,93.7,354.5,101.3,0,
2026-07-11T12:00:24+00:00,GEN-01,2143.4,94.1,373.9,101.3,0,
2026-07-11T12:00:25+00:00,GEN-01,2161.1,95.5,400.2,103.0,0,
2026-07-11T12:00:26+00:00,GEN-01,2154.7,96.7,404.6,101.2,0,
2026-07-11T12:00:27+00:00,GEN-01,2167.6,95.7,388.4,100.7,0,
2026-07-11T12:00:28+00:00,GEN-01,2104.2,94.3,352.9,100.1,0,
2026-07-11T12:00:29+00:00,GEN-01,2123.7,96.0,369.5,99.0,0,
2026-07-11T12:00:30+00:00,GEN-01,2152.6,93.5,384.6,100.3,0,
2026-07-11T12:00:31+00:00,GEN-01,2121.2,95.7,353.4,100.7,0,
2026-07-11T12:00:32+00:00,GEN-01,2135.5,95.7,370.7,102.2,0,
2026-07-11T12:00:33+00:00,GEN-01,2163.9,96.4,396.1,100.4,0,
2026-07-11T12:00:34+00:00,GEN-01,2151.5,95.7,388.5,99.4,0,
2026-07-11T12:00:35+00:00,GEN-01,2124.0,95.9,352.4,100.9,0,
2026-07-11T12:00:36+00:00,GEN-01,2145.3,95.0,381.3,100.8,0,
2026-07-11T12:00:37+00:00,GEN-01,2148.2,94.7,379.9,101.2,0,
2026-07-11T12:00:38+00:00,GEN-01,2139.6,95.0,373.5,100.8,0,
2026-07-11T12:00:39+00:00,GEN-01,2137.2,96.5,377.5,100.0,0,
2026-07-11T12:00:40+00:00,GEN-01,2140.8,94.5,379.0,99.4,0,
2026-07-11T12:00:41+00:00,GEN-01,2116.3,94.9,341.3,100.4,0,
2026-07-11T12:00:42+00:00,GEN-01,2140.7,94.6,377.3,100.5,0,
2026-07-11T12:00:43+00:00,GEN-01,2124.4,95.5,362.0,100.8,0,
2026-07-11T12:00:44+00:00,GEN-01,2144.8,95.3,384.0,101.7,0,
2026-07-11T12:00:45+00:00,GEN-01,2145.4,96.6,381.9,100.4,0,
2026-07-11T12:00:46+00:00,GEN-01,2125.6,96.7,364.2,100.1,0,
2026-07-11T12:00:47+00:00,GEN-01,2148.3,95.8,381.3,98.4,0,
2026-07-11T12:00:48+00:00,GEN-01,2144.5,95.6,380.0,101.2,0,
2026-07-11T12:00:49+00:00,GEN-01,2138.5,94.8,379.6,99.6,0,
2026-07-11T12:00:50+00:00,GEN-01,2150.1,93.7,376.2,100.3,0,
2026-07-11T12:00:51+00:00,GEN-01,2134.6,95.1,369.4,99.8,0,
2026-07-11T12:00:52+00:00,GEN-01,2135.0,95.0,369.1,100.7,0,
2026-07-11T12:00:53+00:00,GEN-01,2140.5,94.0,372.0,100.3,0,
2026-07-11T12:00:54+00:00,GEN-01,2138.5,95.1,361.2,100.3,0,
2026-07-11T12:00:55+00:00,GEN-01,2156.6,95.7,397.6,99.9,0,
2026-07-11T12:00:56+00:00,GEN-01,2103.8,94.2,341.0,101.2,0,
2026-07-11T12:00:57+00:00,GEN-01,2134.8,95.6,380.2,99.6,0,
2026-07-11T12:00:58+00:00,GEN-01,2109.3,95.2,363.0,100.2,0,
2026-07-11T12:00:59+00:00,GEN-01,2131.7,94.5,362.3,101.5,0,
2026-07-11T12:01:00+00:00,GEN-01,2143.1,95.0,383.5,99.6,0,
2026-07-11T12:01:01+00:00,GEN-01,2139.3,95.5,375.5,102.3,0,
2026-07-11T12:01:02+00:00,GEN-01,2153.7,94.8,391.6,100.3,0,
2026-07-11T12:01:03+00:00,GEN-01,2144.0,94.8,383.6,101.7,0,
2026-07-11T12:01:04+00:00,GEN-01,2098.1,95.9,342.9,102.1,0,
2026-07-11T12:01:05+00:00,GEN-01,2122.4,95.3,363.3,100.5,0,
2026-07-11T12:01:06+00:00,GEN-01,2162.5,95.3,396.9,100.9,0,
2026-07-11T12:01:07+00:00,GEN-01,2162.5,94.5,390.6,101.7,0,
2026-07-11T12:01:08+00:00,GEN-01,2140.6,95.4,373.0,101.1,0,
2026-07-11T12:01:09+00:00,GEN-01,2115.8,96.1,346.9,102.7,0,
2026-07-11T12:01:10+00:00,GEN-01,2171.6,94.1,396.2,101.3,0,
2026-07-11T12:01:11+00:00,GEN-01,2107.6,93.5,346.8,100.4,0,
2026-07-11T12:01:12+00:00,GEN-01,2143.6,94.2,374.6,101.5,0,
2026-07-11T12:01:13+00:00,GEN-01,2138.2,94.8,363.5,100.7,0,
2026-07-11T12:01:14+00:00,GEN-01,2142.6,94.1,366.5,102.1,0,
2026-07-11T12:01:15+00:00,GEN-01,2121.3,93.5,356.1,99.4,0,
2026-07-11T12:01:16+00:00,GEN-01,2132.9,96.2,363.2,102.0,0,
2026-07-11T12:01:17+00:00,GEN-01,2155.0,94.5,391.9,102.3,0,
2026-07-11T12:01:18+00:00,GEN-01,2131.5,94.2,368.4,101.9,0,
2026-07-11T12:01:19+00:00,GEN-01,2118.1,92.5,359.0,100.6,0,
2026-07-11T12:01:20+00:00,GEN-01,2138.5,95.6,383.1,98.9,0,
2026-07-11T12:01:21+00:00,GEN-01,2140.1,93.6,371.0,99.9,0,
2026-07-11T12:01:22+00:00,GEN-01,2136.7,95.9,375.6,100.5,0,
2026-07-11T12:01:23+00:00,GEN-01,2126.8,95.3,360.3,101.7,0,
2026-07-11T12:01:24+00:00,GEN-01,2146.8,95.0,377.6,100.7,0,
2026-07-11T12:01:25+00:00,GEN-01,2136.8,94.6,372.2,100.0,0,
2026-07-11T12:01:26+00:00,GEN-01,2121.0,95.6,348.8,100.8,0,
2026-07-11T12:01:27+00:00,GEN-01,2142.0,94.4,379.6,101.7,0,
2026-07-11T12:01:28+00:00,GEN-01,2138.2,95.1,374.4,100.2,0,
2026-07-11T12:01:29+00:00,GEN-01,2140.9,94.4,375.0,100.6,0,
2026-07-11T12:01:30+00:00,GEN-01,2113.1,94.5,352.7,100.7,0,
2026-07-11T12:01:31+00:00,GEN-01,2127.1,96.1,360.0,100.9,0,
2026-07-11T12:01:32+00:00,GEN-01,2145.6,95.7,384.1,101.2,0,
2026-07-11T12:01:33+00:00,GEN-01,2152.7,94.0,373.8,101.5,0,
2026-07-11T12:01:34+00:00,GEN-01,2144.0,94.1,371.3,99.2,0,
2026-07-11T12:01:35+00:00,GEN-01,2141.2,94.8,378.6,100.9,0,
2026-07-11T12:01:36+00:00,GEN-01,2149.8,94.7,382.2,100.4,0,
2026-07-11T12:01:37+00:00,GEN-01,2153.7,95.2,390.5,99.7,0,
2026-07-11T12:01:38+00:00,GEN-01,2165.5,94.5,385.2,100.7,0,
2026-07-11T12:01:39+00:00,GEN-01,2146.1,93.9,379.2,100.5,0,
2026-07-11T12:01:40+00:00,GEN-01,2130.6,95.4,364.1,100.3,0,
2026-07-11T12:01:41+00:00,GEN-01,2146.4,94.6,381.0,100.9,0,
2026-07-11T12:01:42+00:00,GEN-01,2109.9,95.3,339.7,100.2,0,
2026-07-11T12:01:43+00:00,GEN-01,2140.1,94.0,382.5,100.7,0,
2026-07-11T12:01:44+00:00,GEN-01,2132.6,96.0,371.7,100.5,0,
2026-07-11T12:01:45+00:00,GEN-01,2139.0,95.0,376.8,100.5,0,
2026-07-11T12:01:46+00:00,GEN-01,2146.7,94.9,383.5,100.4,0,
2026-07-11T12:01:47+00:00,GEN-01,2140.2,95.0,373.3,100.1,0,
2026-07-11T12:01:48+00:00,GEN-01,2117.6,93.4,350.5,101.4,0,
2026-07-11T12:01:49+00:00,GEN-01,2134.0,95.3,377.9,100.9,0,
2026-07-11T12:01:50+00:00,GEN-01,2127.4,94.3,369.7,100.7,0,
2026-07-11T12:01:51+00:00,GEN-01,2139.1,93.8,374.3,101.1,0,
2026-07-11T12:01:52+00:00,GEN-01,2144.8,95.0,373.8,99.9,0,
2026-07-11T12:01:53+00:00,GEN-01,2124.9,96.1,360.7,101.5,0,
2026-07-11T12:01:54+00:00,GEN-01,2150.4,94.1,393.1,99.0,0,
2026-07-11T12:01:55+00:00,GEN-01,2158.9,95.9,396.3,100.1,0,
2026-07-11T12:01:56+00:00,GEN-01,2135.3,92.9,381.5,99.0,0,
2026-07-11T12:01:57+00:00,GEN-01,2150.2,94.9,393.1,99.9,0,
2026-07-11T12:01:58+00:00,GEN-01,2117.0,94.2,363.7,100.6,0,
2026-07-11T12:01:59+00:00,GEN-01,2131.1,94.9,371.2,100.3,0,
2026-07-11T12:02:00+00:00,GEN-01,2153.6,96.4,387.9,101.9,0,
2026-07-11T12:02:01+00:00,GEN-01,2112.7,95.2,350.1,100.5,0,
2026-07-11T12:02:02+00:00,GEN-01,2131.5,93.4,362.5,100.7,0,
2026-07-11T12:02:03+00:00,GEN-01,2125.6,95.8,356.8,100.2,0,
